"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"4452351",4162413976,"Lamiales","Bignoniaceae","Campsis","Campsis radicans","","SPECIES","Campsis radicans (L.) Bureau","Campsis radicans","","","Arkansas",33.351063,-91.565848,17,"Mississippi River Forest"
"4525891",4162331706,"Lamiales","Oleaceae","Ligustrum","Ligustrum sinense","","SPECIES","Ligustrum sinense Lour.","Ligustrum sinense","","","Arkansas",33.350985,-91.56585,14,"Mississippi River Forest"
"4844091",3888841774,"Lamiales","Bignoniaceae","Campsis","Campsis radicans","","SPECIES","Campsis radicans (L.) Bureau","Campsis radicans","","","Arkansas",33.301361,-91.278511,4,"Mississippi River Forest"
"5115131",3113298784,"Lamiales","Plantaginaceae","Veronica","Veronica peregrina","","SPECIES","Veronica peregrina L.","Veronica peregrina","","","Arkansas",33.38942,-91.19477,8,"Mississippi River Forest"
"5149161",3961119806,"Lamiales","Plantaginaceae","Gratiola","Gratiola virginiana","","SPECIES","Gratiola virginiana L.","Gratiola virginiana","","","Arkansas",33.443617,-91.536628,49,"Mississippi River Forest"
"5586202",3858169647,"Lamiales","Verbenaceae","Verbena","Verbena brasiliensis","","SPECIES","Verbena brasiliensis Vell.","Verbena brasiliensis","","","Arkansas",33.369973,-91.198854,5,"Mississippi River Forest"
"5650001",4102878152,"Lamiales","Mazaceae","Mazus","Mazus pumilus","","SPECIES","Mazus pumilus (Burm.fil.) Steenis","Mazus pumilus","","","Arkansas",33.399882,-91.467382,17,"Mississippi River Forest"
"573914",3903316102,"Lamiales","Orobanchaceae","Agalinis","Agalinis homalantha","","SPECIES","Agalinis homalantha Pennell","Agalinis homalantha","","","Arkansas",33.58513,-91.18829,10,"Mississippi River Forest"
"589192",2898355053,"Lamiales","Plantaginaceae","Leucospora","Leucospora multifida","","SPECIES","Leucospora multifida (Michx.) Nutt.","Leucospora multifida","","","Arkansas",33.601882,-91.165644,20,"Mississippi River Forest"
"6139011",4162369217,"Lamiales","Bignoniaceae","Bignonia","Bignonia capreolata","","SPECIES","Bignonia capreolata L.","Bignonia capreolata","","","Arkansas",33.351063,-91.565848,17,"Mississippi River Forest"
"6231311",2576375424,"Lamiales","Lamiaceae","Lamium","Lamium purpureum","","SPECIES","Lamium purpureum L.","Lamium purpureum","","","Arkansas",33.063777,-91.598781,19,"Mississippi River Forest"
"626489",3398754707,"Lamiales","Verbenaceae","Verbena","Verbena xutha","","SPECIES","Verbena xutha Lehm.","Verbena xutha","","","Arkansas",33.12284,-91.20809,10,"Mississippi River Forest"
"654339",4162021743,"Lamiales","Tetrachondraceae","Polypremum","Polypremum procumbens","","SPECIES","Polypremum procumbens L.","Polypremum procumbens","","","Arkansas",33.35118,-91.565971,24,"Mississippi River Forest"
"659979",3335199456,"Lamiales","Lamiaceae","Teucrium","Teucrium canadense","","SPECIES","Teucrium canadense L.","Teucrium canadense","","","Arkansas",33.29268,-91.1651,10,"Mississippi River Forest"
"6658881",4171727339,"Lamiales","Linderniaceae","Lindernia","Lindernia dubia","dubia","VARIETY","Lindernia dubia var. dubia","Lindernia dubia dubia","","","Arkansas",33.60143,-91.16726,10,"Mississippi River Forest"
"6797131",3760070497,"Lamiales","Plantaginaceae","Veronica","Veronica arvensis","","SPECIES","Veronica arvensis L.","Veronica arvensis","","","Arkansas",33.406464,-91.563252,29,"Mississippi River Forest"
"708440",3333395153,"Lamiales","Lamiaceae","Perilla","Perilla frutescens","","SPECIES","Perilla frutescens (L.) Britton","Perilla frutescens","","","Arkansas",33.58927,-91.1757,10,"Mississippi River Forest"
"714448",3335092297,"Lamiales","Bignoniaceae","Campsis","Campsis radicans","","SPECIES","Campsis radicans (L.) Bureau","Campsis radicans","","","Arkansas",33.370099,-91.259815,15,"Mississippi River Forest"
"719966",3343736059,"Lamiales","Acanthaceae","Dicliptera","Dicliptera brachiata","","SPECIES","Dicliptera brachiata (Pursh) Spreng.","Dicliptera brachiata","","","Arkansas",33.60352,-91.16602,10,"Mississippi River Forest"
"729348",2579383817,"Lamiales","Plantaginaceae","Callitriche","Callitriche pedunculosa","","SPECIES","Callitriche pedunculosa Nutt.","Callitriche pedunculosa","","","Arkansas",33.55478,-91.3836,10,"Mississippi River Forest"
"741566",4405308799,"Lamiales","Oleaceae","Forestiera","Forestiera acuminata","","SPECIES","Forestiera acuminata (Michx.) Poir.","Forestiera acuminata","","","Arkansas",33.597827,-91.2141,31,"Mississippi River Forest"
"760530",3314222968,"Lamiales","Verbenaceae","Phyla","Phyla lanceolata","","SPECIES","Phyla lanceolata (Michx.) Greene","Phyla lanceolata","","","Arkansas",33.60418,-91.20216,10,"Mississippi River Forest"
"766484",3333273152,"Lamiales","Scrophulariaceae","Scrophularia","Scrophularia marilandica","","SPECIES","Scrophularia marilandica L.","Scrophularia marilandica","","","Arkansas",33.58772,-91.17834,10,"Mississippi River Forest"
"822469",3961127829,"Lamiales","Bignoniaceae","Bignonia","Bignonia capreolata","","SPECIES","Bignonia capreolata L.","Bignonia capreolata","","","Arkansas",33.443617,-91.536628,49,"Mississippi River Forest"
"8512661",4162249718,"Solanales","Solanaceae","Solanum","Solanum carolinense","","SPECIES","Solanum carolinense L.","Solanum carolinense","","","Arkansas",33.35118,-91.565971,24,"Mississippi River Forest"
"864194",3335257492,"Solanales","Solanaceae","Solanum","Solanum dimidiatum","","SPECIES","Solanum dimidiatum Raf.","Solanum dimidiatum","","","Arkansas",33.12283,-91.20809,10,"Mississippi River Forest"
"869167",4161995627,"Solanales","Solanaceae","Solanum","Solanum carolinense","","SPECIES","Solanum carolinense L.","Solanum carolinense","","","Arkansas",33.148236,-91.604383,15,"Mississippi River Forest"
"8726021",4162119757,"Solanales","Convolvulaceae","Dichondra","Dichondra carolinensis","","SPECIES","Dichondra carolinensis Michx.","Dichondra carolinensis","","","Arkansas",33.35118,-91.565971,24,"Mississippi River Forest"
"8802971",3384078272,"Solanales","Convolvulaceae","Ipomoea","Ipomoea lacunosa","","SPECIES","Ipomoea lacunosa L.","Ipomoea lacunosa","","","Arkansas",33.447296,-91.539853,10,"Mississippi River Forest"
"8888031",2862518646,"Solanales","Convolvulaceae","Ipomoea","Ipomoea lacunosa","","SPECIES","Ipomoea lacunosa L.","Ipomoea lacunosa","","","Arkansas",33.291036,-91.162957,30,"Mississippi River Forest"
"8907691",4405383091,"Solanales","Convolvulaceae","Ipomoea","Ipomoea lacunosa","","SPECIES","Ipomoea lacunosa L.","Ipomoea lacunosa","","","Arkansas",33.597827,-91.2141,31,"Mississippi River Forest"
"9155521",4153573321,"Solanales","Convolvulaceae","Ipomoea","Ipomoea heptaphylla","","SPECIES","Ipomoea heptaphylla Sweet","Ipomoea heptaphylla","","","Arkansas",33.10767,-91.636108,3,"Mississippi River Forest"
"917600",3335238431,"Solanales","Solanaceae","Solanum","Solanum elaeagnifolium","","SPECIES","Solanum elaeagnifolium Cav.","Solanum elaeagnifolium","","","Arkansas",33.12295,-91.20805,10,"Mississippi River Forest"
"939161",3923602330,"Solanales","Solanaceae","Solanum","Solanum carolinense","","SPECIES","Solanum carolinense L.","Solanum carolinense","","","Arkansas",33.406249,-91.562152,11,"Mississippi River Forest"
"962261",3923604330,"Solanales","Convolvulaceae","Ipomoea","Ipomoea lacunosa","","SPECIES","Ipomoea lacunosa L.","Ipomoea lacunosa","","","Arkansas",33.604009,-91.201878,25,"Mississippi River Forest"
"962284",4405325123,"Solanales","Solanaceae","Solanum","Solanum carolinense","","SPECIES","Solanum carolinense L.","Solanum carolinense","","","Arkansas",33.597827,-91.2141,31,"Mississippi River Forest"
"970068",3960992771,"Solanales","Hydroleaceae","Hydrolea","Hydrolea uniflora","","SPECIES","Hydrolea uniflora Raf.","Hydrolea uniflora","","","Arkansas",33.443617,-91.536628,49,"Mississippi River Forest"
"10042",3759980416,"Brassicales","Brassicaceae","Cardamine","Cardamine bulbosa","","SPECIES","Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.","Cardamine bulbosa","","","Arkansas",33.406464,-91.563252,29,"Mississippi River Forest"
"13124",3712553879,"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","","SPECIES","Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","","","Arkansas",33.263255,-91.221938,2,"Mississippi River Forest"
"18495",3059022629,"Brassicales","Brassicaceae","Cardamine","Cardamine parviflora","","SPECIES","Cardamine parviflora L.","Cardamine parviflora","","","Arkansas",33.60398,-91.18333,10,"Mississippi River Forest"
"73786",4102880098,"Brassicales","Brassicaceae","Lepidium","Lepidium didymum","","SPECIES","Lepidium didymum L.","Lepidium didymum","","","Arkansas",33.399882,-91.467382,17,"Mississippi River Forest"
"1147131",3784867355,"Brassicales","Brassicaceae","Rorippa","Rorippa sessiliflora","","SPECIES","Rorippa sessiliflora (Nutt.) Hitchc.","Rorippa sessiliflora","","","Arkansas",33.60173,-91.16721,10,"Mississippi River Forest"
"121053",2898302037,"Brassicales","Brassicaceae","Rorippa","Rorippa sessiliflora","","SPECIES","Rorippa sessiliflora (Nutt.) Hitchc.","Rorippa sessiliflora","","","Arkansas",33.601882,-91.165644,20,"Mississippi River Forest"
"129621",3113355850,"Brassicales","Brassicaceae","Lepidium","Lepidium didymum","","SPECIES","Lepidium didymum L.","Lepidium didymum","","","Arkansas",33.38942,-91.19477,8,"Mississippi River Forest"
"208326",4405504965,"Caryophyllales","Polygonaceae","Brunnichia","Brunnichia ovata","","SPECIES","Brunnichia ovata (Walter) Shinners","Brunnichia ovata","","","Arkansas",33.597827,-91.2141,31,"Mississippi River Forest"
"251168",3759917401,"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium glomeratum","","SPECIES","Cerastium glomeratum Thuill.","Cerastium glomeratum","","","Arkansas",33.406464,-91.563252,29,"Mississippi River Forest"
"2690991",3337806856,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",33.219969,-91.544177,2,"Mississippi River Forest"
"2832781",2864627599,"Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","","SPECIES","Persicaria lapathifolia (L.) Gray","Persicaria lapathifolia","","","Arkansas",33.291036,-91.162957,30,"Mississippi River Forest"
"339317",3961249867,"Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera sessilis","","SPECIES","Alternanthera sessilis (L.) R.Br. ex DC.","Alternanthera sessilis","","","Arkansas",33.44631,-91.539344,17,"Mississippi River Forest"
"3885641",3902104934,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",33.60441,-91.18054,10,"Mississippi River Forest"
"3928972",3923591155,"Caryophyllales","Polygonaceae","Persicaria","Persicaria bicornis","","SPECIES","Persicaria bicornis (Raf.) Nieuwl.","Persicaria bicornis","","","Arkansas",33.604009,-91.201878,25,"Mississippi River Forest"
"396097",3988488186,"Caryophyllales","Amaranthaceae","Iresine","Iresine rhizomatosa","","SPECIES","Iresine rhizomatosa Standl.","Iresine rhizomatosa","","","Arkansas",33.602435,-91.166002,2,"Mississippi River Forest"
"4159861",4162310145,"Caryophyllales","Polygonaceae","Brunnichia","Brunnichia ovata","","SPECIES","Brunnichia ovata (Walter) Shinners","Brunnichia ovata","","","Arkansas",33.351063,-91.565848,17,"Mississippi River Forest"
"4438552",2864820541,"Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus tuberculatus","","SPECIES","Amaranthus tuberculatus (Moq.) J.D.Sauer","Amaranthus tuberculatus","","","Arkansas",33.291036,-91.162957,30,"Mississippi River Forest"
"458469",3468948340,"Caryophyllales","Aizoaceae","Trianthema","Trianthema portulacastrum","","SPECIES","Trianthema portulacastrum L.","Trianthema portulacastrum","","","Arkansas",33.6042,-91.20204,10,"Mississippi River Forest"
"474316",3343952794,"Caryophyllales","Amaranthaceae","Iresine","Iresine rhizomatosa","","SPECIES","Iresine rhizomatosa Standl.","Iresine rhizomatosa","","","Arkansas",33.60494,-91.16654,10,"Mississippi River Forest"
"482206",4153700321,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata","","","Arkansas",33.420792,-91.524165,4,"Mississippi River Forest"
"505766",3961459846,"Caryophyllales","Polygonaceae","Brunnichia","Brunnichia ovata","","SPECIES","Brunnichia ovata (Walter) Shinners","Brunnichia ovata","","","Arkansas",33.44631,-91.539344,17,"Mississippi River Forest"
"527267",3923288328,"Caryophyllales","Polygonaceae","Brunnichia","Brunnichia ovata","","SPECIES","Brunnichia ovata (Walter) Shinners","Brunnichia ovata","","","Arkansas",33.447127,-91.540229,4,"Mississippi River Forest"
"5290681",3344109779,"Caryophyllales","Polygonaceae","Persicaria","Persicaria virginiana","","SPECIES","Persicaria virginiana (L.) Gaertn.","Persicaria virginiana","","","Arkansas",33.60494,-91.16657,10,"Mississippi River Forest"
"5387491",3302077962,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",33.58468,-91.18706,10,"Mississippi River Forest"
"545634",3333090115,"Caryophyllales","Polygonaceae","Persicaria","Persicaria virginiana","","SPECIES","Persicaria virginiana (L.) Gaertn.","Persicaria virginiana","","","Arkansas",33.58952,-91.17524,10,"Mississippi River Forest"
"5513751",3343964786,"Caryophyllales","Amaranthaceae","Froelichia","Froelichia floridana","","SPECIES","Froelichia floridana (Nutt.) Moq.","Froelichia floridana","","","Arkansas",33.58497,-91.18779,10,"Mississippi River Forest"
"5634331",3343917660,"Caryophyllales","Polygonaceae","Persicaria","Persicaria longiseta","","SPECIES","Persicaria longiseta (Bruijn) Kitag.","Persicaria longiseta","","","Arkansas",33.60496,-91.16669,10,"Mississippi River Forest"
"586321",3337878804,"Caryophyllales","Amaranthaceae","Achyranthes","Achyranthes bidentata","hachijoensis","VARIETY","Achyranthes japonica var. hachijoensis Honda","Achyranthes japonica hachijoensis","","","Arkansas",33.58949,-91.17531,10,"Mississippi River Forest"
"595653",3986224011,"Caryophyllales","Polygonaceae","Brunnichia","Brunnichia ovata","","SPECIES","Brunnichia ovata (Walter) Shinners","Brunnichia ovata","","","Arkansas",33.079585,-91.479754,27,"Mississippi River Forest"
"5961681",4153823324,"Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea","","SPECIES","Portulaca oleracea L.","Portulaca oleracea","","","Arkansas",33.420792,-91.524165,4,"Mississippi River Forest"
"634801",3455373013,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Arkansas",33.404521,-91.563389,4,"Mississippi River Forest"
"649266",4076252958,"Dipsacales","Viburnaceae","Sambucus","Sambucus canadensis","","SPECIES","Sambucus canadensis L.","Sambucus canadensis","","","Arkansas",33.521389,-91.296249,36,"Mississippi River Forest"
"732435",3456977458,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera japonica","","SPECIES","Lonicera japonica Thunb.","Lonicera japonica","","","Arkansas",33.40325,-91.562974,4,"Mississippi River Forest"
"734455",4162321376,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera japonica","","SPECIES","Lonicera japonica Thunb.","Lonicera japonica","","","Arkansas",33.350985,-91.56585,14,"Mississippi River Forest"
"789820",4014835646,"Fagales","Juglandaceae","Carya","Carya myristiciformis","","SPECIES","Carya myristiciformis (F.Michx.) Nutt.","Carya myristiciformis","","","Arkansas",33.40551,-91.563048,44,"Mississippi River Forest"
"8169312",3415654541,"Fagales","Juglandaceae","Carya","Carya aquatica","","SPECIES","Carya aquatica (F.Michx.) Nutt.","Carya aquatica","","","Arkansas",33.053389,-91.613961,11,"Mississippi River Forest"
"828753",3124800095,"Fagales","Juglandaceae","Juglans","Juglans nigra","","SPECIES","Juglans nigra L.","Juglans nigra","","","Arkansas",33.291955,-91.165042,11,"Mississippi River Forest"
"832599",3384565319,"Fagales","Juglandaceae","Carya","Carya myristiciformis","","SPECIES","Carya myristiciformis (F.Michx.) Nutt.","Carya myristiciformis","","","Arkansas",33.447068,-91.539265,40,"Mississippi River Forest"
"8542911",3335186584,"Fagales","Juglandaceae","Carya","Carya illinoinensis","","SPECIES","Carya illinoinensis (Wangenh.) K.Koch","Carya illinoinensis","","","Arkansas",33.065825,-91.607415,22,"Mississippi River Forest"
"877074",4162426155,"Fagales","Fagaceae","Quercus","Quercus pagoda","","SPECIES","Quercus pagoda Raf.","Quercus pagoda","","","Arkansas",33.350985,-91.56585,14,"Mississippi River Forest"
"8892762",4165323717,"Fagales","Fagaceae","Quercus","Quercus michauxii","","SPECIES","Quercus michauxii Nutt.","Quercus michauxii","","","Arkansas",33.148236,-91.604383,15,"Mississippi River Forest"
"890176",4162423732,"Fagales","Fagaceae","Quercus","Quercus phellos","","SPECIES","Quercus phellos L.","Quercus phellos","","","Arkansas",33.350985,-91.56585,14,"Mississippi River Forest"
"890791",4162165056,"Fagales","Fagaceae","Quercus","Quercus phellos","","SPECIES","Quercus phellos L.","Quercus phellos","","","Arkansas",33.148236,-91.604383,15,"Mississippi River Forest"
"8936341",3456528651,"Fagales","Betulaceae","Ostrya","Ostrya virginiana","","SPECIES","Ostrya virginiana (Mill.) K.Koch","Ostrya virginiana","","","Arkansas",33.403564,-91.563243,4,"Mississippi River Forest"
"8952011",3947228628,"Fagales","Fagaceae","Quercus","Quercus lyrata","","SPECIES","Quercus lyrata Walter","Quercus lyrata","","","Arkansas",33.40551,-91.563048,44,"Mississippi River Forest"
